t,x,y,z,radius
40.0,3380.0476993126576,325.0,498.0471380519425,227.5
40.5,3379.5482955540656,325.0,498.0227272775918,227.5
41.0,3379.048891795474,325.0,497.9983165032411,227.5
41.5,3378.549488036882,325.0,497.9739057288904,227.5
42.0,3378.0500842782903,325.0,497.94949495453966,227.5
42.5,3377.5506805196987,325.0,497.92508418018895,227.5
43.0,3377.0512767611067,325.0,497.90067340583823,227.5
43.5,3376.551873002515,325.0,497.8762626314875,227.5
44.0,3376.052469243923,325.0,497.85185185713675,227.5
44.5,3375.5530654853314,325.0,497.82744108278604,227.5
45.0,3375.05366172674,325.0,497.8030303084353,227.5
45.5,3374.554257968148,325.0,497.7786195340846,227.5
46.0,3374.054854209556,325.0,497.7542087597339,227.5
46.5,3373.555450450964,325.0,497.7297979853832,227.5
47.0,3373.0560466923725,325.0,497.7053872110325,227.5
47.5,3372.556642933781,325.0,497.68097643668176,227.5
48.0,3372.057239175189,325.0,497.65656566233105,227.5
48.5,3371.5578354165973,325.0,497.63215488798033,227.5
49.0,3371.0584316580052,325.0,497.60774411362956,227.5
49.5,3370.5590278994136,325.0,497.58333333927885,227.5
50.0,3370.059624140822,325.0,497.55892256492814,227.5
50.5,3369.56022038223,325.0,497.5345117905774,227.5
51.0,3369.0608166236384,325.0,497.5101010162267,227.5
51.5,3368.5614128650463,325.0,497.485690241876,227.5
52.0,3368.0620091064548,325.0,497.4612794675253,227.5
52.5,3367.562605347863,325.0,497.4368686931746,227.5
53.0,3367.063201589271,325.0,497.41245791882386,227.5
53.5,3366.5637978306795,325.0,497.38804714447315,227.5
54.0,3366.0643940720875,325.0,497.36363637012244,227.5
54.5,3365.564990313496,325.0,497.33922559577167,227.5
55.0,3365.0655865549043,325.0,497.31481482142095,227.5
55.5,3364.566182796312,325.0,497.29040404707024,227.5
56.0,3364.0667790377206,325.0,497.2659932727195,227.5
56.5,3363.5673752791286,325.0,497.2415824983688,227.5
57.0,3363.067971520537,325.0,497.2171717240181,227.5
57.5,3362.568567761945,325.0,497.1927609496674,227.5
58.0,3362.0691640033533,325.0,497.1683501753167,227.5
58.5,3361.5697602447617,325.0,497.14393940096596,227.5
59.0,3361.0703564861697,325.0,497.11952862661525,227.5
59.5,3360.570952727578,325.0,497.0951178522645,227.5
60.0,3360.071548968986,325.0,497.07070707791377,227.5
60.5,3359.5721452103944,325.0,497.04629630356305,227.5
61.0,3359.072741451803,325.0,497.02188552921234,227.5
61.5,3358.5733376932108,325.0,496.9974747548616,227.5
62.0,3358.073933934619,325.0,496.9730639805109,227.5
62.5,3357.574530176027,325.0,496.9486532061602,227.5
63.0,3357.0751264174355,325.0,496.9242424318095,227.5
63.5,3356.575722658844,325.0,496.8998316574588,227.5
64.0,3356.076318900252,325.0,496.87542088310806,227.5
64.5,3355.5769151416603,325.0,496.8510101087573,227.5
65.0,3355.077511383068,325.0,496.8265993344066,227.5
65.5,3354.5781076244766,325.0,496.80218856005587,227.5
66.0,3354.078703865885,325.0,496.77777778570515,227.5
66.5,3353.579300107293,325.0,496.75336701135444,227.5
67.0,3353.0798963487014,325.0,496.72895623700373,227.5
67.5,3352.5804925901093,325.0,496.704545462653,227.5
68.0,3352.0810888315177,325.0,496.6801346883023,227.5
68.5,3351.581685072926,325.0,496.6557239139516,227.5
69.0,3351.082281314334,325.0,496.6313131396009,227.5
69.5,3350.5828775557425,325.0,496.60690236525016,227.5
70.0,3350.0834737971504,325.0,496.5824915908994,227.5
70.5,3349.584070038559,325.0,496.5580808165487,227.5
71.0,3349.084666279967,325.0,496.53367004219797,227.5
71.5,3348.585262521375,325.0,496.50925926784726,227.5
72.0,3348.0858587627836,325.0,496.48484849349654,227.5
72.5,3347.5864550041915,325.0,496.46043771914583,227.5
73.0,3347.0870512456,325.0,496.4360269447951,227.5
73.5,3346.5876474870083,325.0,496.4116161704444,227.5
74.0,3346.0882437284163,325.0,496.3872053960937,227.5
74.5,3345.5888399698247,325.0,496.362794621743,227.5
75.0,3345.0894362112326,325.0,496.3383838473922,227.5
75.5,3344.590032452641,325.0,496.3139730730415,227.5
76.0,3344.0906286940494,325.0,496.2895622986908,227.5
76.5,3343.5912249354574,325.0,496.26515152434007,227.5
77.0,3343.091821176866,325.0,496.24074074998936,227.5
77.5,3342.5924174182737,325.0,496.21632997563864,227.5
78.0,3342.093013659682,325.0,496.19191920128793,227.5
78.5,3341.5936099010905,325.0,496.1675084269372,227.5
79.0,3341.0942061424985,325.0,496.1430976525865,227.5
79.5,3340.594802383907,325.0,496.1186868782358,227.5
80.0,3340.095398625315,325.0,496.094276103885,227.5
80.5,3339.5959948667232,325.0,496.0698653295343,227.5
81.0,3339.096591108131,325.0,496.0454545551836,227.5
81.5,3338.5971873495396,325.0,496.0210437808329,227.5
82.0,3338.097783590948,325.0,495.99663300648217,227.5
82.5,3337.598379832356,325.0,495.97222223213146,227.5
83.0,3337.0989760737643,325.0,495.94781145778074,227.5
83.5,3336.5995723151723,325.0,495.92340068343003,227.5
84.0,3336.1001685565807,325.0,495.8989899090793,227.5
84.5,3335.600764797989,325.0,495.8745791347286,227.5
85.0,3335.101361039397,325.0,495.8501683603779,227.5
85.5,3334.6019572808054,325.0,495.8257575860271,227.5
86.0,3334.1025535222134,325.0,495.8013468116764,227.5
86.5,3333.603149763622,325.0,495.7769360373257,227.5
87.0,3333.10374600503,325.0,495.752525262975,227.5
87.5,3332.604342246438,325.0,495.72811448862427,227.5
88.0,3332.1049384878465,325.0,495.70370371427356,227.5
88.5,3331.6055347292545,325.0,495.67929293992285,227.5
89.0,3331.106130970663,325.0,495.65488216557213,227.5
89.5,3330.6067272120713,325.0,495.6304713912214,227.5
90.0,3330.1073234534792,325.0,495.6060606168707,227.5
90.5,3329.6079196948876,325.0,495.58164984251994,227.5
91.0,3329.1085159362956,325.0,495.5572390681692,227.5
91.5,3328.609112177704,325.0,495.5328282938185,227.5
92.0,3328.1097084191124,325.0,495.5084175194678,227.5
92.5,3327.6103046605203,325.0,495.4840067451171,227.5
93.0,3327.1109009019287,325.0,495.4595959707664,227.5
93.5,3326.6114971433367,325.0,495.43518519641566,227.5
94.0,3326.112093384745,325.0,495.41077442206495,227.5
94.5,3325.6126896261535,325.0,495.38636364771423,227.5
95.0,3325.1132858675614,325.0,495.3619528733635,227.5
95.5,3324.61388210897,325.0,495.33754209901275,227.5
96.0,3324.114478350378,325.0,495.31313132466204,227.5
96.5,3323.615074591786,325.0,495.2887205503113,227.5
97.0,3323.1156708331946,325.0,495.2643097759606,227.5
97.5,3322.6162670746025,325.0,495.2398990016099,227.5
98.0,3322.116863316011,325.0,495.2154882272592,227.5
98.5,3321.617459557419,325.0,495.1910774529085,227.5
99.0,3321.1180557988273,325.0,495.16666667855776,227.5
99.5,3320.6186520402357,325.0,495.14225590420705,227.5
100.0,3320.1192482816436,325.0,495.11784512985633,227.5
100.5,3319.619844523052,325.0,495.09343435550556,227.5
101.0,3319.12044076446,325.0,495.06902358115485,227.5
101.5,3318.6210370058684,325.0,495.04461280680414,227.5
102.0,3318.121633247277,325.0,495.0202020324534,227.5
102.5,3317.6222294886848,325.0,494.9957912581027,227.5
103.0,3317.122825730093,325.0,494.971380483752,227.5
103.5,3316.623421971501,325.0,494.9469697094013,227.5
104.0,3316.1240182129095,325.0,494.9225589350506,227.5
104.5,3315.6246144543175,325.0,494.89814816069986,227.5
105.0,3315.125210695726,325.0,494.87373738634915,227.5
105.5,3314.6258069371343,325.0,494.84932661199844,227.5
106.0,3314.126403178542,325.0,494.82491583764767,227.5
106.5,3313.6269994199506,325.0,494.80050506329695,227.5
107.0,3313.1275956613586,325.0,494.77609428894624,227.5
107.5,3312.628191902767,325.0,494.7516835145955,227.5
108.0,3312.1287881441754,325.0,494.7272727402448,227.5
108.5,3311.6293843855833,325.0,494.7028619658941,227.5
109.0,3311.1299806269917,325.0,494.6784511915434,227.5
109.5,3310.6305768683997,325.0,494.6540404171927,227.5
110.0,3310.131173109808,325.0,494.62962964284196,227.5
110.5,3309.6317693512165,325.0,494.60521886849125,227.5
111.0,3309.1323655926244,325.0,494.5808080941405,227.5
111.5,3308.632961834033,325.0,494.55639731978977,227.5
112.0,3308.1335580754408,325.0,494.53198654543905,227.5
112.5,3307.634154316849,325.0,494.50757577108834,227.5
113.0,3307.1347505582576,325.0,494.4831649967376,227.5
113.5,3306.6353467996655,325.0,494.4587542223869,227.5
114.0,3306.135943041074,325.0,494.4343434480362,227.5
114.5,3305.636539282482,325.0,494.4099326736855,227.5
115.0,3305.1371355238903,325.0,494.3855218993348,227.5
115.5,3304.6377317652987,325.0,494.36111112498406,227.5
116.0,3304.1383280067066,325.0,494.33670035063335,227.5
116.5,3303.638924248115,325.0,494.3122895762826,227.5
117.0,3303.139520489523,325.0,494.28787880193187,227.5
117.5,3302.6401167309314,325.0,494.26346802758115,227.5
118.0,3302.1407129723398,325.0,494.23905725323044,227.5
118.5,3301.6413092137477,325.0,494.21464647887973,227.5
119.0,3301.141905455156,325.0,494.190235704529,227.5
119.5,3300.642501696564,325.0,494.1658249301783,227.5
120.0,3300.1430979379725,325.0,494.1414141558276,227.5
120.5,3299.643694179381,325.0,494.1170033814769,227.5
121.0,3299.144290420789,325.0,494.09259260712616,227.5
121.5,3298.644886662197,325.0,494.0681818327754,227.5
122.0,3298.145482903605,325.0,494.0437710584247,227.5
122.5,3297.6460791450136,325.0,494.01936028407397,227.5
123.0,3297.146675386422,325.0,493.99494950972326,227.5
123.5,3296.64727162783,325.0,493.97053873537254,227.5
124.0,3296.1478678692383,325.0,493.94612796102183,227.5
124.5,3295.6484641106463,325.0,493.9217171866711,227.5
125.0,3295.1490603520547,325.0,493.8973064123204,227.5
125.5,3294.649656593463,325.0,493.8728956379697,227.5
126.0,3294.150252834871,325.0,493.848484863619,227.5
126.5,3293.6508490762794,325.0,493.8240740892682,227.5
127.0,3293.1514453176874,325.0,493.7996633149175,227.5
127.5,3292.652041559096,325.0,493.7752525405668,227.5
128.0,3292.1526378005037,325.0,493.75084176621607,227.5
128.5,3291.653234041912,325.0,493.72643099186536,227.5
129.0,3291.1538302833205,325.0,493.70202021751464,227.5
129.5,3290.6544265247285,325.0,493.67760944316393,227.5
130.0,3290.155022766137,325.0,493.6531986688132,227.5
130.5,3289.6556190075453,325.0,493.6287878944625,227.5
131.0,3289.1562152489532,325.0,493.6043771201118,227.5
131.5,3288.6568114903616,325.0,493.579966345761,227.5
132.0,3288.1574077317696,325.0,493.5555555714103,227.5
132.5,3287.658003973178,325.0,493.5311447970596,227.5
133.0,3287.158600214586,325.0,493.5067340227089,227.5
133.5,3286.6591964559943,325.0,493.48232324835817,227.5
134.0,3286.1597926974027,325.0,493.45791247400746,227.5
134.5,3285.6603889388107,325.0,493.43350169965674,227.5
135.0,3285.160985180219,325.0,493.40909092530603,227.5
135.5,3284.661581421627,325.0,493.3846801509553,227.5
136.0,3284.1621776630354,325.0,493.3602693766046,227.5
136.5,3283.662773904444,325.0,493.3358586022539,227.5
137.0,3283.163370145852,325.0,493.3114478279031,227.5
137.5,3282.66396638726,325.0,493.2870370535524,227.5
138.0,3282.164562628668,325.0,493.2626262792017,227.5
138.5,3281.6651588700765,325.0,493.238215504851,227.5
139.0,3281.165755111485,325.0,493.21380473050027,227.5
139.5,3280.666351352893,325.0,493.18939395614956,227.5
140.0,3280.1669475943013,325.0,493.16498318179885,227.5
140.5,3279.6675438357092,325.0,493.14057240744813,227.5
141.0,3279.1681400771176,325.0,493.1161616330974,227.5
141.5,3278.668736318526,325.0,493.0917508587467,227.5
142.0,3278.169332559934,325.0,493.06734008439594,227.5
142.5,3277.6699288013424,325.0,493.0429293100452,227.5
143.0,3277.1705250427503,325.0,493.0185185356945,227.5
143.5,3276.6711212841587,325.0,492.9941077613438,227.5
144.0,3276.171717525567,325.0,492.9696969869931,227.5
144.5,3275.672313766975,325.0,492.9452862126424,227.5
145.0,3275.1729100083835,325.0,492.92087543829166,227.5
145.5,3274.6735062497914,325.0,492.89646466394095,227.5
146.0,3274.1741024912,325.0,492.87205388959023,227.5
146.5,3273.6746987326082,325.0,492.8476431152395,227.5
147.0,3273.175294974016,325.0,492.82323234088875,227.5
147.5,3272.6758912154246,325.0,492.79882156653804,227.5
148.0,3272.1764874568325,325.0,492.7744107921873,227.5
148.5,3271.677083698241,325.0,492.7500000178366,227.5
149.0,3271.1776799396494,325.0,492.7255892434859,227.5
149.5,3270.6782761810573,325.0,492.7011784691352,227.5
150.0,3270.1788724224657,325.0,492.6767676947845,227.5
150.5,3269.6794686638736,325.0,492.65235692043376,227.5
151.0,3269.180064905282,325.0,492.62794614608305,227.5
151.5,3268.68066114669,325.0,492.60353537173233,227.5
152.0,3268.1812573880984,325.0,492.5791245973816,227.5
152.5,3267.681853629507,325.0,492.55471382303085,227.5
153.0,3267.1824498709148,325.0,492.53030304868014,227.5
153.5,3266.683046112323,325.0,492.5058922743294,227.5
154.0,3266.1836423537316,325.0,492.4814814999787,227.5
154.5,3265.6842385951395,325.0,492.457070725628,227.5
155.0,3265.184834836548,325.0,492.4326599512773,227.5
155.5,3264.685431077956,325.0,492.4082491769266,227.5
156.0,3264.1860273193643,325.0,492.38383840257586,227.5
156.5,3263.686623560772,325.0,492.35942762822515,227.5
157.0,3263.1872198021806,325.0,492.33501685387444,227.5
157.5,3262.687816043589,325.0,492.31060607952367,227.5
158.0,3262.188412284997,325.0,492.28619530517295,227.5
158.5,3261.6890085264054,325.0,492.26178453082224,227.5
159.0,3261.1896047678133,325.0,492.2373737564715,227.5
159.5,3260.6902010092217,325.0,492.2129629821208,227.5
160.0,3260.19079725063,325.0,492.1885522077701,227.5
160.5,3259.691393492038,325.0,492.1641414334194,227.5
161.0,3259.1919897334465,325.0,492.1397306590687,227.5
161.5,3258.6925859748544,325.0,492.11531988471796,227.5
162.0,3258.193182216263,325.0,492.09090911036725,227.5
162.5,3257.693778457671,325.0,492.0664983360165,227.5
163.0,3257.194374699079,325.0,492.04208756166577,227.5
163.5,3256.6949709404876,325.0,492.01767678731505,227.5
164.0,3256.1955671818955,325.0,491.99326601296434,227.5
164.5,3255.696163423304,325.0,491.9688552386136,227.5
165.0,3255.1967596647123,325.0,491.9444444642629,227.5
165.5,3254.6973559061203,325.0,491.9200336899122,227.5
166.0,3254.1979521475287,325.0,491.8956229155615,227.5
166.5,3253.6985483889366,325.0,491.8712121412108,227.5
167.0,3253.199144630345,325.0,491.84680136686006,227.5
167.5,3252.6997408717534,325.0,491.82239059250935,227.5
168.0,3252.2003371131614,325.0,491.7979798181586,227.5
168.5,3251.7009333545698,325.0,491.77356904380787,227.5
169.0,3251.2015295959777,325.0,491.74915826945715,227.5
169.5,3250.702125837386,325.0,491.72474749510644,227.5
170.0,3250.2027220787945,325.0,491.70033672075573,227.5
170.5,3249.7033183202025,325.0,491.675925946405,227.5
171.0,3249.203914561611,325.0,491.6515151720543,227.5
171.5,3248.704510803019,325.0,491.6271043977036,227.5
172.0,3248.205107044427,325.0,491.6026936233529,227.5
172.5,3247.7057032858356,325.0,491.57828284900216,227.5
173.0,3247.2062995272436,325.0,491.5538720746514,227.5
173.5,3246.706895768652,325.0,491.5294613003007,227.5
174.0,3246.20749201006,325.0,491.50505052594997,227.5
174.5,3245.7080882514683,325.0,491.48063975159926,227.5
175.0,3245.2086844928763,325.0,491.45622897724854,227.5
175.5,3244.7092807342847,325.0,491.43181820289783,227.5
176.0,3244.209876975693,325.0,491.4074074285471,227.5
176.5,3243.710473217101,325.0,491.3829966541964,227.5
177.0,3243.2110694585094,325.0,491.3585858798457,227.5
177.5,3242.711665699918,325.0,491.334175105495,227.5
178.0,3242.212261941326,325.0,491.3097643311442,227.5
178.5,3241.712858182734,325.0,491.2853535567935,227.5
179.0,3241.213454424142,325.0,491.2609427824428,227.5
179.5,3240.7140506655505,325.0,491.23653200809207,227.5
180.0,3240.2146469069585,325.0,491.21212123374136,227.5
180.5,3239.715243148367,325.0,491.18771045939064,227.5
181.0,3239.2158393897753,325.0,491.16329968503993,227.5
181.5,3238.7164356311832,325.0,491.1388889106892,227.5
182.0,3238.2170318725916,325.0,491.1144781363385,227.5
182.5,3237.7176281139996,325.0,491.0900673619878,227.5
183.0,3237.218224355408,325.0,491.065656587637,227.5
183.5,3236.7188205968164,325.0,491.0412458132863,227.5
184.0,3236.2194168382243,325.0,491.0168350389356,227.5
184.5,3235.7200130796327,325.0,490.9924242645849,227.5
185.0,3235.2206093210407,325.0,490.96801349023417,227.5
185.5,3234.721205562449,325.0,490.94360271588346,227.5
186.0,3234.2218018038575,325.0,490.91919194153274,227.5
186.5,3233.7223980452654,325.0,490.89478116718203,227.5
187.0,3233.222994286674,325.0,490.8703703928313,227.5
187.5,3232.723590528082,325.0,490.8459596184806,227.5
188.0,3232.22418676949,325.0,490.8215488441299,227.5
188.5,3231.7247830108986,325.0,490.7971380697791,227.5
189.0,3231.2253792523065,325.0,490.7727272954284,227.5
189.5,3230.725975493715,325.0,490.7483165210777,227.5
190.0,3230.226571735123,325.0,490.723905746727,227.5
190.5,3229.7271679765313,325.0,490.69949497237627,227.5
191.0,3229.2277642179397,325.0,490.67508419802556,227.5
191.5,3228.7283604593476,325.0,490.65067342367485,227.5
192.0,3228.228956700756,325.0,490.62626264932413,227.5
192.5,3227.729552942164,325.0,490.6018518749734,227.5
193.0,3227.2301491835724,325.0,490.5774411006227,227.5
193.5,3226.730745424981,325.0,490.55303032627194,227.5
194.0,3226.2313416663887,325.0,490.5286195519212,227.5
194.5,3225.731937907797,325.0,490.5042087775705,227.5
195.0,3225.232534149205,325.0,490.4797980032198,227.5
195.5,3224.7331303906135,325.0,490.4553872288691,227.5
196.0,3224.233726632022,325.0,490.4309764545184,227.5
196.5,3223.73432287343,325.0,490.40656568016766,227.5
197.0,3223.2349191148382,325.0,490.38215490581695,227.5
197.5,3222.735515356246,325.0,490.35774413146623,227.5
198.0,3222.2361115976546,325.0,490.3333333571155,227.5
198.5,3221.7367078390625,325.0,490.3089225827648,227.5
199.0,3221.237304080471,325.0,490.28451180841404,227.5
199.5,3220.7379003218794,325.0,490.2601010340633,227.5
200.0,3220.2384965632873,325.0,490.2356902597126,227.5
200.5,3219.7390928046957,325.0,490.2112794853619,227.5
201.0,3219.239689046104,325.0,490.1868687110112,227.5
201.5,3218.740285287512,325.0,490.1624579366605,227.5
202.0,3218.2408815289205,325.0,490.13804716230976,227.5
202.5,3217.7414777703284,325.0,490.11363638795905,227.5
203.0,3217.242074011737,325.0,490.08922561360833,227.5
203.5,3216.7426702531448,325.0,490.0648148392576,227.5
204.0,3216.243266494553,325.0,490.04040406490685,227.5
204.5,3215.7438627359616,325.0,490.01599329055614,227.5
205.0,3215.2444589773695,325.0,489.9915825162054,227.5
205.5,3214.745055218778,325.0,489.9671717418547,227.5
206.0,3214.245651460186,325.0,489.942760967504,227.5
206.5,3213.7462477015943,325.0,489.9183501931533,227.5
207.0,3213.2468439430027,325.0,489.8939394188026,227.5
207.5,3212.7474401844106,325.0,489.86952864445186,227.5
208.0,3212.248036425819,325.0,489.84511787010115,227.5
208.5,3211.748632667227,325.0,489.82070709575044,227.5
209.0,3211.2492289086354,325.0,489.79629632139967,227.5
209.5,3210.7498251500438,325.0,489.77188554704895,227.5
210.0,3210.2504213914517,325.0,489.74747477269824,227.5
210.5,3209.75101763286,325.0,489.7230639983475,227.5
211.0,3209.251613874268,325.0,489.6986532239968,227.5
211.5,3208.7522101156765,325.0,489.6742424496461,227.5
212.0,3208.252806357085,325.0,489.6498316752954,227.5
212.5,3207.753402598493,325.0,489.6254209009447,227.5
213.0,3207.253998839901,325.0,489.60101012659396,227.5
213.5,3206.754595081309,325.0,489.57659935224325,227.5
214.0,3206.2551913227176,325.0,489.5521885778925,227.5
214.5,3205.755787564126,325.0,489.52777780354177,227.5
215.0,3205.256383805534,325.0,489.50336702919105,227.5
215.5,3204.7569800469423,325.0,489.47895625484034,227.5
216.0,3204.2575762883503,325.0,489.4545454804896,227.5
216.5,3203.7581725297587,325.0,489.4301347061389,227.5
217.0,3203.258768771167,325.0,489.4057239317882,227.5
217.5,3202.759365012575,325.0,489.3813131574375,227.5
218.0,3202.2599612539834,325.0,489.3569023830868,227.5
218.5,3201.7605574953914,325.0,489.33249160873606,227.5
219.0,3201.2611537367998,325.0,489.30808083438535,227.5
219.5,3200.761749978208,325.0,489.2836700600346,227.5
220.0,3200.262346219616,325.0,489.25925928568387,227.5
220.5,3199.7629424610245,325.0,489.23484851133315,227.5
221.0,3199.2635387024325,325.0,489.21043773698244,227.5
221.5,3198.764134943841,325.0,489.18602696263173,227.5
222.0,3198.264731185249,325.0,489.161616188281,227.5
222.5,3197.765327426657,325.0,489.1372054139303,227.5
223.0,3197.2659236680656,325.0,489.1127946395796,227.5
223.5,3196.7665199094736,325.0,489.0883838652289,227.5
224.0,3196.267116150882,325.0,489.06397309087816,227.5
224.5,3195.7677123922904,325.0,489.0395623165274,227.5
225.0,3195.2683086336983,325.0,489.0151515421767,227.5
225.5,3194.7689048751067,325.0,488.99074076782597,227.5
226.0,3194.2695011165147,325.0,488.96632999347526,227.5
226.5,3193.770097357923,325.0,488.94191921912454,227.5
227.0,3193.270693599331,325.0,488.91750844477383,227.5
227.5,3192.7712898407394,325.0,488.8930976704231,227.5
228.0,3192.271886082148,325.0,488.8686868960724,227.5
228.5,3191.772482323556,325.0,488.8442761217217,227.5
229.0,3191.273078564964,325.0,488.819865347371,227.5
229.5,3190.773674806372,325.0,488.7954545730202,227.5
230.0,3190.2742710477805,325.0,488.7710437986695,227.5
230.5,3189.774867289189,325.0,488.7466330243188,227.5
231.0,3189.275463530597,325.0,488.72222224996807,227.5
231.5,3188.7760597720053,325.0,488.69781147561736,227.5
232.0,3188.2766560134132,325.0,488.67340070126664,227.5
232.5,3187.7772522548216,325.0,488.64898992691593,227.5
233.0,3187.27784849623,325.0,488.6245791525652,227.5
233.5,3186.778444737638,325.0,488.6001683782145,227.5
234.0,3186.2790409790464,325.0,488.5757576038638,227.5
234.5,3185.7796372204543,325.0,488.551346829513,227.5
235.0,3185.2802334618627,325.0,488.5269360551623,227.5
235.5,3184.780829703271,325.0,488.5025252808116,227.5
236.0,3184.281425944679,325.0,488.4781145064609,227.5
236.5,3183.7820221860875,325.0,488.45370373211017,227.5
237.0,3183.2826184274954,325.0,488.42929295775946,227.5
237.5,3182.783214668904,325.0,488.40488218340874,227.5
238.0,3182.2838109103122,325.0,488.38047140905803,227.5
238.5,3181.78440715172,325.0,488.3560606347073,227.5
239.0,3181.2850033931286,325.0,488.3316498603566,227.5
239.5,3180.7855996345365,325.0,488.3072390860059,227.5
240.0,3180.286195875945,325.0,488.2828283116551,227.5
240.5,3179.7867921173533,325.0,488.2584175373044,227.5
241.0,3179.2873883587613,325.0,488.2340067629537,227.5
241.5,3178.7879846001697,325.0,488.209595988603,227.5
242.0,3178.2885808415776,325.0,488.1851852142523,227.5
242.5,3177.789177082986,325.0,488.16077443990156,227.5
243.0,3177.2897733243944,325.0,488.13636366555085,227.5
243.5,3176.7903695658024,325.0,488.11195289120013,227.5
244.0,3176.290965807211,325.0,488.0875421168494,227.5
244.5,3175.7915620486187,325.0,488.0631313424987,227.5
