time,x,y,z,radius
8705.5,-288.1316191037104,325.0,-320.14280933768805,227.5
8705.0,-287.97544061400794,325.0,-319.98663084798557,227.5
8704.5,-287.8192621243054,325.0,-319.830452358283,227.5
8704.0,-287.6630836346029,325.0,-319.6742738685805,227.5
8703.5,-287.5069051449004,325.0,-319.518095378878,227.5
8703.0,-287.35072665519783,325.0,-319.36191688917546,227.5
8702.5,-287.19454816549535,325.0,-319.205738399473,227.5
8702.0,-287.0383696757928,325.0,-319.04955990977044,227.5
8701.5,-286.8821911860903,325.0,-318.89338142006795,227.5
8701.0,-286.7260126963878,325.0,-318.7372029303654,227.5
8700.5,-286.56983420668524,325.0,-318.5810244406629,227.5
8700.0,-286.41365571698276,325.0,-318.4248459509604,227.5
8699.5,-286.2574772272802,325.0,-318.26866746125785,227.5
8699.0,-286.10129873757774,325.0,-318.11248897155536,227.5
8698.5,-285.9451202478752,325.0,-317.9563104818528,227.5
8698.0,-285.78894175817265,325.0,-317.8001319921503,227.5
8697.5,-285.63276326847017,325.0,-317.6439535024478,227.5
8697.0,-285.47658477876763,325.0,-317.48777501274526,227.5
8696.5,-285.32040628906515,325.0,-317.3315965230428,227.5
8696.0,-285.1642277993626,325.0,-317.17541803334024,227.5
8695.5,-285.00804930966007,325.0,-317.0192395436377,227.5
8695.0,-284.8518708199576,325.0,-316.8630610539352,227.5
8694.5,-284.69569233025504,325.0,-316.70688256423267,227.5
8694.0,-284.53951384055256,325.0,-316.5507040745302,227.5
8693.5,-284.38333535085,325.0,-316.39452558482765,227.5
8693.0,-284.2271568611475,325.0,-316.23834709512516,227.5
8692.5,-284.070978371445,325.0,-316.0821686054226,227.5
8692.0,-283.91479988174245,325.0,-315.9259901157201,227.5
8691.5,-283.75862139203997,325.0,-315.7698116260176,227.5
8691.0,-283.60244290233743,325.0,-315.61363313631506,227.5
8690.5,-283.44626441263495,325.0,-315.4574546466126,227.5
8690.0,-283.2900859229324,325.0,-315.30127615691003,227.5
8689.5,-283.13390743322987,325.0,-315.1450976672075,227.5
8689.0,-282.9777289435274,325.0,-314.988919177505,227.5
8688.5,-282.82155045382484,325.0,-314.83274068780247,227.5
8688.0,-282.66537196412236,325.0,-314.6765621981,227.5
8687.5,-282.5091934744198,325.0,-314.52038370839745,227.5
8687.0,-282.3530149847173,325.0,-314.3642052186949,227.5
8686.5,-282.1968364950148,325.0,-314.2080267289924,227.5
8686.0,-282.04065800531225,325.0,-314.0518482392899,227.5
8685.5,-281.88447951560977,325.0,-313.8956697495874,227.5
8685.0,-281.72830102590723,325.0,-313.73949125988486,227.5
8684.5,-281.5721225362047,325.0,-313.5833127701824,227.5
8684.0,-281.4159440465022,325.0,-313.42713428047983,227.5
8683.5,-281.25976555679966,325.0,-313.2709557907773,227.5
8683.0,-281.1035870670972,325.0,-313.1147773010748,227.5
8682.5,-280.94740857739464,325.0,-312.95859881137227,227.5
8682.0,-280.79123008769216,325.0,-312.80242032166973,227.5
8681.5,-280.6350515979896,325.0,-312.64624183196725,227.5
8681.0,-280.4788731082871,325.0,-312.4900633422647,227.5
8680.5,-280.3226946185846,325.0,-312.3338848525622,227.5
8680.0,-280.16651612888205,325.0,-312.1777063628597,227.5
8679.5,-280.01033763917957,325.0,-312.0215278731572,227.5
8679.0,-279.854159149477,325.0,-311.86534938345466,227.5
8678.5,-279.6979806597745,325.0,-311.7091708937521,227.5
8678.0,-279.541802170072,325.0,-311.55299240404963,227.5
8677.5,-279.38562368036946,325.0,-311.3968139143471,227.5
8677.0,-279.229445190667,325.0,-311.2406354246446,227.5
8676.5,-279.07326670096444,325.0,-311.08445693494207,227.5
8676.0,-278.9170882112619,325.0,-310.9282784452395,227.5
8675.5,-278.7609097215594,325.0,-310.77209995553704,227.5
8675.0,-278.6047312318569,325.0,-310.6159214658345,227.5
8674.5,-278.4485527421544,325.0,-310.459742976132,227.5
8674.0,-278.29237425245185,325.0,-310.3035644864295,227.5
8673.5,-278.13619576274937,325.0,-310.14738599672694,227.5
8673.0,-277.9800172730468,325.0,-309.99120750702446,227.5
8672.5,-277.8238387833443,325.0,-309.8350290173219,227.5
8672.0,-277.6676602936418,325.0,-309.67885052761943,227.5
8671.5,-277.51148180393926,325.0,-309.5226720379169,227.5
8671.0,-277.3553033142368,325.0,-309.3664935482144,227.5
8670.5,-277.19912482453424,325.0,-309.21031505851187,227.5
8670.0,-277.0429463348317,325.0,-309.0541365688093,227.5
8669.5,-276.8867678451292,325.0,-308.89795807910684,227.5
8669.0,-276.7305893554267,325.0,-308.7417795894043,227.5
8668.5,-276.5744108657242,325.0,-308.5856010997018,227.5
8668.0,-276.41823237602165,325.0,-308.4294226099993,227.5
8667.5,-276.2620538863191,325.0,-308.27324412029674,227.5
8667.0,-276.1058753966166,325.0,-308.11706563059425,227.5
8666.5,-275.9496969069141,325.0,-307.9608871408917,227.5
8666.0,-275.7935184172116,325.0,-307.80470865118923,227.5
8665.5,-275.63733992750906,325.0,-307.6485301614867,227.5
8665.0,-275.4811614378065,325.0,-307.49235167178415,227.5
8664.5,-275.32498294810404,325.0,-307.33617318208167,227.5
8664.0,-275.1688044584015,325.0,-307.1799946923791,227.5
8663.5,-275.012625968699,325.0,-307.02381620267664,227.5
8663.0,-274.8564474789965,325.0,-306.8676377129741,227.5
8662.5,-274.70026898929393,325.0,-306.7114592232716,227.5
8662.0,-274.54409049959145,325.0,-306.5552807335691,227.5
8661.5,-274.3879120098889,325.0,-306.39910224386654,227.5
8661.0,-274.2317335201864,325.0,-306.24292375416405,227.5
8660.5,-274.0755550304839,325.0,-306.0867452644615,227.5
8660.0,-273.9193765407814,325.0,-305.93056677475903,227.5
8659.5,-273.76319805107886,325.0,-305.7743882850565,227.5
8659.0,-273.6070195613763,325.0,-305.61820979535395,227.5
8658.5,-273.45084107167384,325.0,-305.46203130565146,227.5
8658.0,-273.2946625819713,325.0,-305.3058528159489,227.5
8657.5,-273.1384840922688,325.0,-305.14967432624644,227.5
8657.0,-272.98230560256627,325.0,-304.9934958365439,227.5
8656.5,-272.82612711286373,325.0,-304.83731734684136,227.5
8656.0,-272.66994862316125,325.0,-304.6811388571389,227.5
8655.5,-272.5137701334587,325.0,-304.52496036743634,227.5
8655.0,-272.3575916437562,325.0,-304.36878187773385,227.5
8654.5,-272.2014131540537,325.0,-304.2126033880313,227.5
8654.0,-272.04523466435114,325.0,-304.05642489832877,227.5
8653.5,-271.88905617464866,325.0,-303.9002464086263,227.5
8653.0,-271.7328776849461,325.0,-303.74406791892375,227.5
8652.5,-271.57669919524363,325.0,-303.58788942922126,227.5
8652.0,-271.4205207055411,325.0,-303.4317109395187,227.5
8651.5,-271.2643422158386,325.0,-303.2755324498162,227.5
8651.0,-271.10816372613607,325.0,-303.1193539601137,227.5
8650.5,-270.95198523643353,325.0,-302.96317547041116,227.5
8650.0,-270.79580674673105,325.0,-302.8069969807087,227.5
8649.5,-270.6396282570285,325.0,-302.65081849100613,227.5
8649.0,-270.483449767326,325.0,-302.49464000130365,227.5
8648.5,-270.3272712776235,325.0,-302.3384615116011,227.5
8648.0,-270.17109278792094,325.0,-302.18228302189857,227.5
8647.5,-270.01491429821846,325.0,-302.0261045321961,227.5
8647.0,-269.8587358085159,325.0,-301.86992604249355,227.5
8646.5,-269.70255731881343,325.0,-301.71374755279106,227.5
8646.0,-269.5463788291109,325.0,-301.5575690630885,227.5
8645.5,-269.39020033940835,325.0,-301.401390573386,227.5
8645.0,-269.23402184970587,325.0,-301.2452120836835,227.5
8644.5,-269.0778433600033,325.0,-301.08903359398096,227.5
8644.0,-268.92166487030084,325.0,-300.9328551042785,227.5
8643.5,-268.7654863805983,325.0,-300.77667661457593,227.5
8643.0,-268.6093078908958,325.0,-300.6204981248734,227.5
8642.5,-268.4531294011933,325.0,-300.4643196351709,227.5
8642.0,-268.29695091149074,325.0,-300.30814114546837,227.5
8641.5,-268.14077242178826,325.0,-300.1519626557659,227.5
8641.0,-267.9845939320857,325.0,-299.99578416606334,227.5
8640.5,-267.8284154423832,325.0,-299.83960567636086,227.5
8640.0,-267.6722369526807,325.0,-299.6834271866583,227.5
8639.5,-267.51605846297815,325.0,-299.5272486969558,227.5
8639.0,-267.35987997327567,325.0,-299.3710702072533,227.5
8638.5,-267.2037014835731,325.0,-299.21489171755076,227.5
8638.0,-267.04752299387064,325.0,-299.0587132278483,227.5
8637.5,-266.8913445041681,325.0,-298.90253473814573,227.5
8637.0,-266.73516601446556,325.0,-298.7463562484432,227.5
8636.5,-266.5789875247631,325.0,-298.5901777587407,227.5
8636.0,-266.42280903506054,325.0,-298.43399926903817,227.5
8635.5,-266.26663054535805,325.0,-298.2778207793357,227.5
8635.0,-266.1104520556555,325.0,-298.12164228963314,227.5
8634.5,-265.95427356595303,325.0,-297.9654637999306,227.5
8634.0,-265.7980950762505,325.0,-297.8092853102281,227.5
8633.5,-265.64191658654795,325.0,-297.6531068205256,227.5
8633.0,-265.48573809684547,325.0,-297.4969283308231,227.5
8632.5,-265.3295596071429,325.0,-297.34074984112056,227.5
8632.0,-265.1733811174404,325.0,-297.18457135141807,227.5
8631.5,-265.0172026277379,325.0,-297.02839286171553,227.5
8631.0,-264.86102413803536,325.0,-296.872214372013,227.5
8630.5,-264.7048456483329,325.0,-296.7160358823105,227.5
8630.0,-264.54866715863034,325.0,-296.55985739260797,227.5
8629.5,-264.39248866892785,325.0,-296.4036789029054,227.5
8629.0,-264.2363101792253,325.0,-296.24750041320294,227.5
8628.5,-264.0801316895228,325.0,-296.0913219235004,227.5
8628.0,-263.9239531998203,325.0,-295.9351434337979,227.5
8627.5,-263.76777471011775,325.0,-295.7789649440954,227.5
8627.0,-263.61159622041527,325.0,-295.6227864543929,227.5
8626.5,-263.4554177307127,325.0,-295.46660796469035,227.5
8626.0,-263.2992392410102,325.0,-295.3104294749878,227.5
8625.5,-263.1430607513077,325.0,-295.15425098528533,227.5
8625.0,-262.98688226160516,325.0,-294.9980724955828,227.5
8624.5,-262.8307037719027,325.0,-294.8418940058803,227.5
8624.0,-262.67452528220014,325.0,-294.68571551617777,227.5
8623.5,-262.5183467924976,325.0,-294.5295370264753,227.5
8623.0,-262.3621683027951,325.0,-294.37335853677274,227.5
8622.5,-262.2059898130926,325.0,-294.2171800470702,227.5
8622.0,-262.0498113233901,325.0,-294.0610015573677,227.5
8621.5,-261.89363283368755,325.0,-293.9048230676652,227.5
8621.0,-261.73745434398506,325.0,-293.74864457796264,227.5
8620.5,-261.5812758542825,325.0,-293.59246608826015,227.5
8620.0,-261.42509736458,325.0,-293.4362875985576,227.5
8619.5,-261.2689188748775,325.0,-293.28010910885513,227.5
8619.0,-261.11274038517496,325.0,-293.1239306191526,227.5
8618.5,-260.9565618954724,325.0,-292.9677521294501,227.5
8618.0,-260.80038340576994,325.0,-292.81157363974756,227.5
8617.5,-260.6442049160674,325.0,-292.655395150045,227.5
8617.0,-260.4880264263649,325.0,-292.49921666034254,227.5
8616.5,-260.33184793666237,325.0,-292.34303817064,227.5
8616.0,-260.1756694469599,325.0,-292.1868596809375,227.5
8615.5,-260.01949095725735,325.0,-292.030681191235,227.5
8615.0,-259.8633124675548,325.0,-291.87450270153244,227.5
8614.5,-259.7071339778523,325.0,-291.71832421182995,227.5
8614.0,-259.5509554881498,325.0,-291.5621457221274,227.5
8613.5,-259.3947769984473,325.0,-291.4059672324249,227.5
8613.0,-259.23859850874476,325.0,-291.2497887427224,227.5
8612.5,-259.0824200190423,325.0,-291.09361025301985,227.5
8612.0,-258.92624152933973,325.0,-290.93743176331736,227.5
8611.5,-258.7700630396372,325.0,-290.7812532736148,227.5
8611.0,-258.6138845499347,325.0,-290.62507478391234,227.5
8610.5,-258.45770606023217,325.0,-290.4688962942098,227.5
8610.0,-258.30152757052963,325.0,-290.3127178045073,227.5
8609.5,-258.14534908082715,325.0,-290.1565393148048,227.5
8609.0,-257.9891705911246,325.0,-290.00036082510223,227.5
8608.5,-257.8329921014221,325.0,-289.84418233539975,227.5
8608.0,-257.6768136117196,325.0,-289.6880038456972,227.5
8607.5,-257.5206351220171,325.0,-289.53182535599467,227.5
8607.0,-257.36445663231456,325.0,-289.3756468662922,227.5
8606.5,-257.208278142612,325.0,-289.21946837658965,227.5
8606.0,-257.05209965290953,325.0,-289.06328988688716,227.5
8605.5,-256.895921163207,325.0,-288.9071113971846,227.5
8605.0,-256.7397426735045,325.0,-288.75093290748214,227.5
8604.5,-256.58356418380197,325.0,-288.5947544177796,227.5
8604.0,-256.4273856940994,325.0,-288.43857592807706,227.5
8603.5,-256.27120720439694,325.0,-288.2823974383746,227.5
8603.0,-256.1150287146944,325.0,-288.12621894867203,227.5
8602.5,-255.9588502249919,325.0,-287.97004045896955,227.5
8602.0,-255.80267173528938,325.0,-287.813861969267,227.5
8601.5,-255.64649324558687,325.0,-287.6576834795645,227.5
8601.0,-255.49031475588436,325.0,-287.501504989862,227.5
8600.5,-255.33413626618182,325.0,-287.34532650015944,227.5
8600.0,-255.17795777647933,325.0,-287.18914801045696,227.5
8599.5,-255.0217792867768,325.0,-287.0329695207544,227.5
8599.0,-254.86560079707428,325.0,-286.8767910310519,227.5
8598.5,-254.70942230737177,325.0,-286.7206125413494,227.5
8598.0,-254.55324381766926,325.0,-286.56443405164686,227.5
8597.5,-254.39706532796674,325.0,-286.4082555619444,227.5
8597.0,-254.2408868382642,325.0,-286.25207707224183,227.5
8596.5,-254.0847083485617,325.0,-286.09589858253935,227.5
8596.0,-253.92852985885918,325.0,-285.9397200928368,227.5
8595.5,-253.77235136915667,325.0,-285.78354160313427,227.5
8595.0,-253.61617287945415,325.0,-285.6273631134318,227.5
8594.5,-253.4599943897516,325.0,-285.47118462372924,227.5
8594.0,-253.3038159000491,325.0,-285.31500613402676,227.5
8593.5,-253.1476374103466,325.0,-285.1588276443242,227.5
8593.0,-252.99145892064408,325.0,-285.00264915462174,227.5
8592.5,-252.83528043094157,325.0,-284.8464706649192,227.5
8592.0,-252.67910194123903,325.0,-284.69029217521665,227.5
8591.5,-252.5229234515365,325.0,-284.53411368551417,227.5
8591.0,-252.366744961834,325.0,-284.37793519581163,227.5
8590.5,-252.2105664721315,325.0,-284.2217567061091,227.5
8590.0,-252.05438798242898,325.0,-284.0655782164066,227.5
8589.5,-251.89820949272644,325.0,-283.90939972670407,227.5
8589.0,-251.74203100302395,325.0,-283.7532212370016,227.5
8588.5,-251.5858525133214,325.0,-283.59704274729904,227.5
8588.0,-251.4296740236189,325.0,-283.44086425759656,227.5
8587.5,-251.2734955339164,325.0,-283.284685767894,227.5
8587.0,-251.11731704421388,325.0,-283.1285072781915,227.5
8586.5,-250.96113855451136,325.0,-282.972328788489,227.5
8586.0,-250.80496006480882,325.0,-282.81615029878645,227.5
8585.5,-250.6487815751063,325.0,-282.65997180908397,227.5
8585.0,-250.4926030854038,325.0,-282.50379331938143,227.5
8584.5,-250.3364245957013,325.0,-282.3476148296789,227.5
8584.0,-250.18024610599878,325.0,-282.1914363399764,227.5
8583.5,-250.02406761629624,325.0,-282.03525785027387,227.5
8583.0,-249.86788912659372,325.0,-281.8790793605714,227.5
8582.5,-249.7117106368912,325.0,-281.72290087086884,227.5
8582.0,-249.5555321471887,325.0,-281.5667223811663,227.5
8581.5,-249.3993536574862,325.0,-281.4105438914638,227.5
8581.0,-249.24317516778365,325.0,-281.2543654017613,227.5
8580.5,-249.08699667808114,325.0,-281.0981869120588,227.5
8580.0,-248.93081818837862,325.0,-280.94200842235625,227.5
8579.5,-248.7746396986761,325.0,-280.78582993265377,227.5
8579.0,-248.6184612089736,325.0,-280.62965144295123,227.5
8578.5,-248.4622827192711,325.0,-280.4734729532487,227.5
8578.0,-248.30610422956858,325.0,-280.3172944635462,227.5
8577.5,-248.14992573986603,325.0,-280.16111597384366,227.5
8577.0,-247.99374725016352,325.0,-280.0049374841411,227.5
8576.5,-247.837568760461,325.0,-279.84875899443864,227.5
8576.0,-247.6813902707585,325.0,-279.6925805047361,227.5
8575.5,-247.525211781056,325.0,-279.5364020150336,227.5
8575.0,-247.36903329135345,325.0,-279.3802235253311,227.5
8574.5,-247.21285480165093,325.0,-279.2240450356286,227.5
8574.0,-247.05667631194842,325.0,-279.06786654592605,227.5
8573.5,-246.9004978222459,325.0,-278.9116880562235,227.5
8573.0,-246.7443193325434,325.0,-278.755509566521,227.5
8572.5,-246.58814084284086,325.0,-278.5993310768185,227.5
8572.0,-246.43196235313835,325.0,-278.443152587116,227.5
8571.5,-246.27578386343583,325.0,-278.28697409741346,227.5
8571.0,-246.11960537373332,325.0,-278.130795607711,227.5
8570.5,-245.9634268840308,325.0,-277.97461711800844,227.5
8570.0,-245.80724839432827,325.0,-277.8184386283059,227.5
8569.5,-245.65106990462579,325.0,-277.6622601386034,227.5
8569.0,-245.49489141492325,325.0,-277.5060816489009,227.5
8568.5,-245.33871292522073,325.0,-277.34990315919833,227.5
8568.0,-245.18253443551822,325.0,-277.19372466949585,227.5
8567.5,-245.0263559458157,325.0,-277.0375461797933,227.5
8567.0,-244.8701774561132,325.0,-276.8813676900908,227.5
8566.5,-244.71399896641066,325.0,-276.7251892003883,227.5
8566.0,-244.55782047670814,325.0,-276.5690107106858,227.5
8565.5,-244.40164198700563,325.0,-276.41283222098326,227.5
8565.0,-244.24546349730312,325.0,-276.2566537312807,227.5
8564.5,-244.0892850076006,325.0,-276.10047524157824,227.5
8564.0,-243.93310651789807,325.0,-275.9442967518757,227.5
8563.5,-243.77692802819556,325.0,-275.7881182621732,227.5
8563.0,-243.62074953849304,325.0,-275.6319397724707,227.5
8562.5,-243.46457104879053,325.0,-275.47576128276813,227.5
8562.0,-243.30839255908802,325.0,-275.31958279306565,227.5
8561.5,-243.15221406938548,325.0,-275.1634043033631,227.5
8561.0,-242.99603557968297,325.0,-275.0072258136606,227.5
8560.5,-242.83985708998046,325.0,-274.8510473239581,227.5
8560.0,-242.68367860027794,325.0,-274.69486883425554,227.5
8559.5,-242.52750011057543,325.0,-274.53869034455306,227.5
8559.0,-242.3713216208729,325.0,-274.3825118548505,227.5
8558.5,-242.2151431311704,325.0,-274.22633336514804,227.5
8558.0,-242.05896464146787,325.0,-274.0701548754455,227.5
8557.5,-241.90278615176535,325.0,-273.913976385743,227.5
8557.0,-241.74660766206284,325.0,-273.7577978960405,227.5
8556.5,-241.59042917236033,325.0,-273.60161940633793,227.5
8556.0,-241.43425068265782,325.0,-273.44544091663545,227.5
8555.5,-241.27807219295528,325.0,-273.2892624269329,227.5
8555.0,-241.12189370325277,325.0,-273.1330839372304,227.5
8554.5,-240.96571521355025,325.0,-272.9769054475279,227.5
8554.0,-240.80953672384774,325.0,-272.82072695782534,227.5
8553.5,-240.65335823414523,325.0,-272.66454846812286,227.5
8553.0,-240.4971797444427,325.0,-272.5083699784203,227.5
8552.5,-240.34100125474018,325.0,-272.35219148871784,227.5
8552.0,-240.18482276503767,325.0,-272.1960129990153,227.5
8551.5,-240.02864427533515,325.0,-272.03983450931275,227.5
8551.0,-239.87246578563264,325.0,-271.88365601961027,227.5
8550.5,-239.7162872959301,325.0,-271.72747752990773,227.5
8550.0,-239.5601088062276,325.0,-271.57129904020525,227.5
8549.5,-239.40393031652508,325.0,-271.4151205505027,227.5
8549.0,-239.24775182682257,325.0,-271.2589420608002,227.5
8548.5,-239.09157333712005,325.0,-271.1027635710977,227.5
8548.0,-238.9353948474175,325.0,-270.94658508139514,227.5
8547.5,-238.77921635771503,325.0,-270.79040659169266,227.5
8547.0,-238.6230378680125,325.0,-270.6342281019901,227.5
8546.5,-238.46685937830998,325.0,-270.4780496122876,227.5
8546.0,-238.31068088860746,325.0,-270.3218711225851,227.5
8545.5,-238.15450239890495,325.0,-270.16569263288255,227.5
8545.0,-237.99832390920244,325.0,-270.00951414318007,227.5
8544.5,-237.8421454194999,325.0,-269.85333565347753,227.5
8544.0,-237.6859669297974,325.0,-269.69715716377505,227.5
8543.5,-237.52978844009488,325.0,-269.5409786740725,227.5
8543.0,-237.37360995039236,325.0,-269.38480018436996,227.5
8542.5,-237.21743146068985,325.0,-269.2286216946675,227.5
8542.0,-237.0612529709873,325.0,-269.07244320496494,227.5
8541.5,-236.9050744812848,325.0,-268.91626471526246,227.5
8541.0,-236.7488959915823,325.0,-268.7600862255599,227.5
8540.5,-236.59271750187978,325.0,-268.60390773585743,227.5
8540.0,-236.43653901217726,325.0,-268.4477292461549,227.5
8539.5,-236.28036052247472,325.0,-268.29155075645235,227.5
8539.0,-236.1241820327722,325.0,-268.13537226674987,227.5
8538.5,-235.9680035430697,325.0,-267.9791937770473,227.5
8538.0,-235.8118250533672,325.0,-267.8230152873448,227.5
8537.5,-235.65564656366467,325.0,-267.6668367976423,227.5
8537.0,-235.49946807396216,325.0,-267.51065830793976,227.5
8536.5,-235.34328958425965,325.0,-267.3544798182373,227.5
8536.0,-235.1871110945571,325.0,-267.19830132853474,227.5
8535.5,-235.0309326048546,325.0,-267.04212283883226,227.5
8535.0,-234.8747541151521,325.0,-266.8859443491297,227.5
8534.5,-234.71857562544955,325.0,-266.7297658594272,227.5
8534.0,-234.56239713574706,325.0,-266.5735873697247,227.5
8533.5,-234.40621864604452,325.0,-266.41740888002215,227.5
8533.0,-234.250040156342,325.0,-266.2612303903196,227.5
8532.5,-234.0938616666395,325.0,-266.1050519006171,227.5
8532.0,-233.93768317693699,325.0,-265.94887341091464,227.5
8531.5,-233.78150468723447,325.0,-265.7926949212121,227.5
8531.0,-233.62532619753193,325.0,-265.63651643150956,227.5
8530.5,-233.46914770782945,325.0,-265.4803379418071,227.5
8530.0,-233.3129692181269,325.0,-265.32415945210454,227.5
8529.5,-233.1567907284244,325.0,-265.167980962402,227.5
8529.0,-233.00061223872189,325.0,-265.0118024726995,227.5
8528.5,-232.84443374901934,325.0,-264.855623982997,227.5
8528.0,-232.68825525931686,325.0,-264.6994454932945,227.5
8527.5,-232.53207676961432,325.0,-264.54326700359195,227.5
8527.0,-232.3758982799118,325.0,-264.38708851388947,227.5
8526.5,-232.2197197902093,325.0,-264.2309100241869,227.5
8526.0,-232.06354130050676,325.0,-264.0747315344844,227.5
8525.5,-231.90736281080427,325.0,-263.9185530447819,227.5
8525.0,-231.75118432110173,325.0,-263.76237455507936,227.5
8524.5,-231.59500583139922,325.0,-263.6061960653768,227.5
8524.0,-231.4388273416967,325.0,-263.45001757567434,227.5
8523.5,-231.2826488519942,325.0,-263.29383908597185,227.5
8523.0,-231.12647036229168,325.0,-263.1376605962693,227.5
8522.5,-230.97029187258914,325.0,-262.9814821065668,227.5
8522.0,-230.81411338288663,325.0,-262.8253036168643,227.5
8521.5,-230.65793489318412,325.0,-262.66912512716175,227.5
8521.0,-230.5017564034816,325.0,-262.5129466374592,227.5
8520.5,-230.3455779137791,325.0,-262.3567681477567,227.5
8520.0,-230.18939942407656,325.0,-262.2005896580542,227.5
8519.5,-230.03322093437407,325.0,-262.0444111683517,227.5
8519.0,-229.87704244467153,325.0,-261.88823267864916,227.5
8518.5,-229.72086395496902,325.0,-261.7320541889467,227.5
8518.0,-229.5646854652665,325.0,-261.57587569924414,227.5
8517.5,-229.40850697556397,325.0,-261.4196972095416,227.5
8517.0,-229.25232848586148,325.0,-261.2635187198391,227.5
8516.5,-229.09614999615894,325.0,-261.1073402301366,227.5
8516.0,-228.93997150645643,325.0,-260.95116174043403,227.5
8515.5,-228.78379301675392,325.0,-260.79498325073155,227.5
8515.0,-228.62761452705138,325.0,-260.638804761029,227.5
8514.5,-228.4714360373489,325.0,-260.4826262713265,227.5
